Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
75,1,800,459,1,1030,0,1,2,1,0
8,2,800,14,2,86,1,1,1,2,2
55,3,1100,433,1,1618,5,0,0,3,0
75,4,3698,131,1,591,3,1,2,5,0
43,2,940,200,1,159,0,1,1,2,2
66,2,628,298,1,114,5,2,1,2,0
75,2,1000,347,2,1055,3,1,2,2,2
79,2,1027,111,2,958,1,1,0,2,0
53,2,1800,196,2,1142,1,2,1,2,2
43,1,600,16,2,1667,0,1,1,1,2
56,4,2550,270,1,42,1,1,0,4,0
57,3,2792,351,2,979,1,0,1,5,2
21,2,710,68,1,644,5,2,2,2,0
43,1,350,447,2,878,0,2,1,1,2
60,2,1100,1,1,974,1,2,1,2,2
77,2,800,447,1,1251,1,1,1,2,2
77,2,1100,313,1,376,3,0,0,2,2
79,3,1200,200,1,1142,1,2,1,2,0
37,2,950,270,2,1546,1,1,1,2,2
71,3,1500,198,1,1630,0,0,1,2,2
47,1,420,371,1,456,5,1,2,1,0
33,2,950,457,2,809,1,1,1,2,2
17,3,1200,196,2,2008,3,1,1,2,2
35,2,1100,457,2,1295,5,1,1,2,2
69,1,379,223,1,735,5,1,0,2,0
57,2,100,198,2,530,2,1,1,2,2
53,3,1800,313,2,1412,3,0,1,3,2
25,2,750,31,1,722,5,1,1,2,0
69,1,400,1,2,1104,0,1,0,1,2
75,3,1700,110,2,1997,1,1,1,3,0
69,2,846,198,1,1644,0,1,1,2,2
43,1,400,455,2,1945,0,2,1,1,2
39,1,550,313,2,1159,0,1,0,1,0
20,2,1150,313,2,1270,3,1,1,2,2
75,1,650,198,1,256,3,1,0,1,0
24,2,200,192,1,1575,1,2,1,2,2
78,2,1000,14,1,1300,2,2,0,2,0
15,2,880,10,1,881,1,1,2,2,2
39,2,850,10,2,309,0,1,1,2,2
46,2,1000,267,2,615,2,1,1,2,2
7,3,650,270,2,412,2,1,1,1,2
61,2,805,14,2,647,1,1,1,2,2
41,2,1200,457,2,2050,1,1,1,2,2
31,2,700,14,2,1417,0,2,1,2,2
46,2,800,341,1,1326,5,1,1,2,0
66,2,800,196,1,119,1,1,0,2,0
62,2,840,198,2,1250,0,1,1,2,2
55,2,1150,198,1,717,0,0,2,2,0
71,3,1350,14,2,1743,3,2,1,2,2
51,1,500,203,2,629,5,1,1,2,2
7,2,450,313,2,1466,2,0,1,1,2
73,1,550,198,2,871,5,1,1,1,2
76,4,1962,156,1,1000,5,1,1,5,0
66,3,1400,14,2,1938,4,2,1,1,2
20,2,1100,198,2,1435,3,1,1,2,2
76,2,710,407,1,1753,5,2,1,2,0
20,2,1500,457,2,58,3,0,1,2,2
66,3,1600,14,2,1658,4,0,1,2,2
59,2,750,196,1,606,5,0,1,2,0
79,1,500,10,1,1440,1,2,0,1,2
7,2,900,457,2,394,2,1,1,2,2
73,3,1430,270,2,1914,0,1,1,2,2
13,2,70,17,2,998,2,2,1,2,2
7,1,450,16,2,280,2,2,1,1,2
62,3,1325,266,1,366,5,0,1,3,0
34,1,502,1,2,1946,1,2,1,1,2
35,2,145,14,2,1466,2,2,1,2,2
68,3,1834,75,2,1356,3,1,1,3,0
71,2,1162,198,2,2071,1,1,1,2,0
34,1,400,457,1,2198,4,2,1,1,2
20,3,1250,196,2,809,1,1,1,2,2
38,1,750,198,2,44,0,1,1,1,2
20,1,850,447,2,1142,1,2,1,1,2
60,3,2352,17,1,590,3,1,2,4,2
20,2,1060,200,2,460,3,1,1,2,2
73,2,1200,10,2,1759,4,1,1,2,0
35,4,2729,208,1,1069,5,1,0,5,0
35,3,1800,198,1,1749,2,1,0,3,0
55,2,800,16,1,1303,0,1,1,1,0
73,2,68,271,2,2039,2,2,1,1,2
22,1,250,458,2,204,4,1,1,1,2
75,3,1700,46,1,1950,3,0,1,3,0
38,2,1200,14,1,23,0,1,1,2,2
54,2,650,458,1,1084,4,1,1,2,2
58,2,800,455,1,45,4,0,1,1,2
61,1,500,200,2,590,3,0,1,1,2
51,3,1000,112,1,379,5,1,1,2,0
21,2,650,66,1,1297,5,0,1,2,0
61,2,830,457,2,1884,4,2,1,1,2
78,2,710,84,1,55,5,1,1,2,0
54,3,1500,214,1,786,5,1,1,2,0
58,3,1750,16,1,119,1,2,0,3,0
10,2,1050,17,1,1857,3,0,1,2,2
56,2,750,312,2,1377,1,2,1,2,2
67,4,2000,149,1,1620,5,0,1,5,0
27,1,500,455,2,2092,0,0,1,1,2
20,1,200,455,2,1283,3,2,1,1,2
66,2,450,184,1,260,4,1,1,2,2
43,3,1403,16,2,400,0,1,1,3,2
14,3,1600,45,1,1565,1,2,0,3,2
13,2,75,198,2,1749,2,1,1,2,2
75,2,900,196,2,420,1,1,1,2,2
22,1,350,20,2,1492,5,2,1,1,2
77,3,1600,10,2,1625,1,1,1,3,2
32,2,1000,267,2,2188,3,2,1,2,2
18,2,1100,200,1,1410,0,2,0,2,2
61,1,500,14,2,217,0,1,1,1,2
71,2,900,1,1,2071,1,1,0,2,0
18,3,1100,196,1,526,4,2,1,1,2
33,2,1290,10,2,856,3,1,1,2,2
43,2,935,201,2,115,5,0,1,2,2
35,2,100,457,2,1697,2,2,1,2,2
56,1,550,355,1,1869,5,2,0,2,0
55,1,575,90,2,948,5,2,1,1,2
13,2,75,198,2,394,2,2,1,1,2
63,3,1800,198,1,1530,2,1,0,2,0
65,2,110,1,1,981,0,2,1,2,2
30,2,620,447,1,964,4,2,0,1,2
62,1,300,196,1,2158,0,1,1,1,2
31,1,300,457,2,244,0,2,1,1,2
78,4,1600,437,1,110,5,2,2,4,0
9,2,800,270,2,1193,2,1,1,2,2
39,4,1500,198,1,1695,2,1,1,2,0
72,3,825,206,1,1130,5,0,2,3,0
22,1,500,196,2,774,3,1,1,1,0
67,2,800,455,2,100,1,2,1,1,2
68,2,900,10,2,2071,1,2,1,2,2
52,2,600,10,1,632,0,2,0,2,2
69,1,379,217,1,735,5,1,0,1,0
69,1,700,16,2,560,0,2,0,1,2
53,1,350,14,2,1357,3,1,1,1,2
59,2,920,192,1,881,1,1,1,2,2
73,3,100,270,2,394,2,1,1,2,2
32,1,44,447,1,236,4,0,1,1,2
75,2,1296,435,1,934,0,1,1,2,0
78,2,902,321,1,1116,5,1,1,2,0
73,2,1650,198,1,1732,2,0,0,2,0
35,3,1600,16,2,309,0,1,1,3,2
7,2,80,270,1,103,2,1,1,1,2
22,2,900,166,1,1429,5,1,0,2,0
56,3,830,270,2,522,4,2,1,2,2
66,3,300,192,2,1484,2,1,1,3,0
71,3,150,17,1,867,3,2,0,3,0
79,3,1300,432,1,423,1,2,1,3,0
49,2,650,271,2,2054,3,2,1,2,2
51,2,649,343,1,1567,5,1,0,2,0
59,2,600,16,1,2174,2,2,0,2,2
22,1,180,455,2,601,2,2,1,1,2
40,2,700,316,1,311,5,1,1,2,0
28,2,900,271,1,1012,0,1,1,1,0
14,1,450,10,2,1598,4,2,1,1,2
43,3,70,458,2,1486,2,1,1,2,2
20,2,800,14,2,1541,1,2,1,1,2
56,3,2100,198,1,81,1,2,0,3,0
68,3,1500,10,1,172,3,1,2,3,2
52,3,1200,267,2,231,4,2,1,2,2
75,2,800,83,1,2046,1,1,2,2,0
25,3,3500,447,1,1946,1,1,1,3,0
59,1,450,349,1,651,5,1,0,2,0
